Site,Period,Habitat.EUNIS,Flower.species,Inflorescence.Type.counted,Floral.abundance,Country,Time..s.,Distance..m.,Weighted.floral.ab
FR_V08,C,semi.natural.grass,Myosotis.sp,cyme,12,FR,235,33.24374027,39.892488324000006
FR_V08,C,semi.natural.grass,Torilis.arvensis,umbel,28,FR,235,33.24374027,93.08247275600002
FR_V09,A,Intensive.unmixed.crops,Buglossoides.arvensis,single.flower,17,FR,6485,900.6944445,1531.18055565
FR_V09,A,Intensive.unmixed.crops,Capsella.bursa-pastoris,single.flower,84.125,FR,6485,900.6944445,7577.09201435625
FR_V09,A,Intensive.unmixed.crops,Daucus.carota,umbel,1,FR,6485,900.6944445,90.06944445
FR_V09,A,Intensive.unmixed.crops,Lamium.purpureum,single.flower,21.5,FR,6485,900.6944445,1936.493055675
FR_V09,A,Intensive.unmixed.crops,Senecio.vulgaris,capitulum,52.5,FR,6485,900.6944445,4728.645833625001
FR_V09,A,Intensive.unmixed.crops,Taraxacum.officinale,capitulum,6.5,FR,6485,900.6944445,585.451388925
FR_V09,A,Intensive.unmixed.crops,Valerianella.locusta,umbel,43.666666666666664,FR,6485,900.6944445,3933.03240765
FR_V09,A,Intensive.unmixed.crops,Veronica.persica,single.flower,72.66666666666667,FR,6485,900.6944445,6545.0462967
FR_V09,A,Low.and.medium.altitude.hay.meadows,Ajuga.reptans,single.flower,10,FR,360,50,50
FR_V09,A,Low.and.medium.altitude.hay.meadows,Plantago.lanceolata,flower.head,3,FR,360,50,15
FR_V09,A,Low.and.medium.altitude.hay.meadows,Ranunculus.repens,single.flower,5,FR,360,50,25
FR_V09,A,Low.and.medium.altitude.hay.meadows,Taraxacum.officinale,capitulum,2,FR,360,50,10
FR_V09,A,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Primula.veris,single.flower,5,FR,235,32.63888889,16.319444445
FR_V09,A,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Taraxacum.officinale,capitulum,2,FR,235,32.63888889,6.527777777999999
FR_V09,A,Species.rich.hedgerows.of.native.species,Prunus.sp,single.flower,150,FR,120,16.66666667,250.00000005
FR_V09,A,Species.rich.hedgerows.of.native.species,Valerianella.locusta,umbel,7,FR,120,16.66666667,11.666666669000001
FR_V09,A,Species.rich.hedgerows.of.native.species,Veronica.arvensis,single.flower,15,FR,120,16.66666667,25.000000005
FR_V09,B,Highly.managed.hedgerows.of.native.species,Arenaria.serpyllifolia,flower.head,29,FR,81,11.25468945,32.638599405
FR_V09,B,Highly.managed.hedgerows.of.native.species,Plantago.lanceolata,flower.head,9,FR,81,11.25468945,10.129220505000001
FR_V09,B,Highly.managed.hedgerows.of.native.species,Sambucus.nigra,umbel,9,FR,81,11.25468945,10.129220505000001
FR_V09,B,Highly.managed.hedgerows.of.native.species,Trifolium.campestre,flower.head,71,FR,81,11.25468945,79.908295095
FR_V09,B,Highly.managed.hedgerows.of.native.species,Vicia.cracca,single.flower,11.5,FR,81,11.25468945,12.942892867500001
FR_V09,B,Intensive.unmixed.crops,Brassica.nigra,single.flower,187.5,FR,6546,909.545644,17053.980825
FR_V09,B,Intensive.unmixed.crops,Buglossoides.arvensis,single.flower,150,FR,6546,909.545644,13643.184660000003
FR_V09,B,Intensive.unmixed.crops,Galium.aparine,cyme,754.75,FR,6546,909.545644,68647.9574809
FR_V09,B,Intensive.unmixed.crops,Polygonum.aviculare,single.flower,118,FR,6546,909.545644,10732.638599200001
FR_V09,B,Low.and.medium.altitude.hay.meadows,Ranunculus.repens,single.flower,19,FR,405,56.27344727,106.919549813
FR_V09,B,Low.and.medium.altitude.hay.meadows,Trifolium.dubium,flower.head,17,FR,405,56.27344727,95.664860359
FR_V09,B,Low.and.medium.altitude.hay.meadows,Trifolium.repens,flower.head,73,FR,405,56.27344727,410.796165071
FR_V09,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Galium.aparine,cyme,50,FR,165,22.92621926,114.6310963
FR_V09,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Geranium.rotundifolium,single.flower,4,FR,165,22.92621926,9.170487704
FR_V09,C,Highly.managed.hedgerows.of.native.species,Coronilla.varia,flower.head,59,FR,88,12.22222222,72.11111109800001
FR_V09,C,Highly.managed.hedgerows.of.native.species,Dipsacus.fullonum,flower.head,8,FR,88,12.22222222,9.777777776
FR_V09,C,Highly.managed.hedgerows.of.native.species,Rubus.sp,single.flower,8,FR,88,12.22222222,9.777777776
FR_V09,C,Intensive.unmixed.crops,Glycine.max,single.flower,23.75,FR,6391,887.6388888,2108.1423609000003
FR_V09,C,Low.and.medium.altitude.hay.meadows,Centaurea.jacea,flower.head,6,FR,396,55,33
FR_V09,C,Low.and.medium.altitude.hay.meadows,Lotus.corniculatus,flower.head,51,FR,396,55,280.5
FR_V09,C,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Rubus.sp,single.flower,2,FR,160,22.22222222,4.444444444
FR_V09,C,Semi.natural.grass,Galium.album,cyme,26,NA,NA,NA,NA
FR_V09,C,Semi.natural.grass,Torilis.arvensis,umbel,350,NA,NA,NA,NA
FR_V13,A,Coppice.and.early.stage.plantations,Ranunculus.acris,single.flower,1,FR,120,16.66666667,1.666666667
FR_V13,A,Coppice.and.early.stage.plantations,Senecio.vulgaris,capitulum,80,FR,120,16.66666667,133.33333336
FR_V13,A,Coppice.and.early.stage.plantations,Taraxacum.officinale,capitulum,2,FR,120,16.66666667,3.333333334
FR_V13,A,Intensive.unmixed.crops,Brassica.napus,single.flower,115.16666666666666,FR,4860,675,7773.75
FR_V13,A,Intensive.unmixed.crops,Senecio.vulgaris,capitulum,99,FR,4860,675,6682.5
FR_V13,A,Intensive.unmixed.crops,Sonchus.asper,capitulum,150,FR,4860,675,10125
FR_V13,A,Low.and.medium.altitude.hay.meadows,Cerastium.glomeratum,single.flower,150,FR,1140,158.3333333,2374.9999995
FR_V13,A,Low.and.medium.altitude.hay.meadows,Senecio.vulgaris,capitulum,1.5,FR,1140,158.3333333,23.749999995
FR_V13,A,Low.and.medium.altitude.hay.meadows,Taraxacum.officinale,capitulum,5,FR,1140,158.3333333,79.16666665
FR_V13,A,Low.and.medium.altitude.hay.meadows,Veronica.arvensis,single.flower,12,FR,1140,158.3333333,189.99999996
FR_V13,A,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Lonicera.xylosteum,single.flower,40,FR,580,80.55555556,322.22222224
FR_V13,A,semi.natural.grass,Plantago.lanceolata,flower.head,4,FR,500,69.44444444,27.777777776
FR_V13,A,semi.natural.grass,Taraxacum.officinale,capitulum,64,FR,500,69.44444444,444.444444416
FR_V13,B,Highly.artificial.broadleaved.deciduous.forestry.plantations,Erigeron.annuus,capitulum,1,FR,922,128.0555556,12.805555559999998
FR_V13,B,Highly.artificial.broadleaved.deciduous.forestry.plantations,Geranium.dissectum,single.flower,18,FR,922,128.0555556,230.50000007999998
FR_V13,B,Highly.artificial.broadleaved.deciduous.forestry.plantations,Lapsana.communis,capitulum,13,FR,922,128.0555556,166.47222227999998
FR_V13,B,Highly.artificial.broadleaved.deciduous.forestry.plantations,Lathyrus.sp,single.flower,2,FR,922,128.0555556,25.611111119999997
FR_V13,B,Highly.artificial.broadleaved.deciduous.forestry.plantations,Potentilla.reptans,single.flower,16,FR,922,128.0555556,204.88888895999997
FR_V13,B,Highly.artificial.broadleaved.deciduous.forestry.plantations,Ranunculus.repens,single.flower,4,FR,922,128.0555556,51.222222239999994
FR_V13,B,Highly.managed.hedgerows.of.native.species,Prunus.sp,single.flower,4,FR,544,75.55555556,30.222222224
FR_V13,B,Highly.managed.hedgerows.of.native.species,Rosa.sp,single.flower,12,FR,544,75.55555556,90.66666667199999
FR_V13,B,Highly.managed.hedgerows.of.native.species,Rubus.sp,single.flower,1,FR,544,75.55555556,7.555555556
FR_V13,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Cirsium.palustre,capitulum,15,FR,3946,548.0555556,822.0833334000001
FR_V13,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Galium.aparine,cyme,5.75,FR,3946,548.0555556,315.13194447
FR_V13,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Geranium.dissectum,single.flower,9.5,FR,3946,548.0555556,520.65277782
FR_V13,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Geum.urbanum,single.flower,1,FR,3946,548.0555556,54.80555556
FR_V13,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Lapsana.communis,capitulum,3.5,FR,3946,548.0555556,191.81944446000003
FR_V13,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Ligustrum.vulgare,single.flower,3,FR,3946,548.0555556,164.41666668000002
FR_V13,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Lonicera.periclymenum,single.flower,8,FR,3946,548.0555556,438.44444448
FR_V13,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Ranunculus.repens,single.flower,5,FR,3946,548.0555556,274.0277778
FR_V13,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Rosa.sp,single.flower,6,FR,3946,548.0555556,328.83333336000004
FR_V13,B,semi.natural.grass,Galium.mollugo,cyme,12,FR,1788,248.3333333,297.99999995999997
FR_V13,B,semi.natural.grass,Geranium.dissectum,single.flower,9,FR,1788,248.3333333,223.49999997
FR_V13,B,semi.natural.grass,Geranium.molle,single.flower,6,FR,1788,248.3333333,148.99999997999998
FR_V13,B,semi.natural.grass,Potentilla.reptans,single.flower,5,FR,1788,248.3333333,124.16666665
FR_V13,B,semi.natural.grass,Stellaria.graminea,single.flower,350,FR,1788,248.3333333,8691.666665499999
FR_V13,B,semi.natural.grass,Trifolium.dubium,flower.head,150,FR,1788,248.3333333,3724.9999995
FR_V13,B,semi.natural.grass,Vicia.angustifolia,single.flower,1,FR,1788,248.3333333,24.83333333
FR_V13,C,Highly.artificial.broadleaved.deciduous.forestry.plantations,Cirsium.arvense,capitulum,35.333333333333336,FR,183,25.12355848,88.76990662933335
FR_V13,C,Highly.artificial.broadleaved.deciduous.forestry.plantations,Geranium.dissectum,single.flower,1,FR,183,25.12355848,2.512355848
FR_V13,C,Highly.artificial.broadleaved.deciduous.forestry.plantations,Hypericum.perforatum,single.flower,18,FR,183,25.12355848,45.222405263999995
FR_V13,C,Highly.artificial.broadleaved.deciduous.forestry.plantations,Torilis.arvensis,umbel,15.5,FR,183,25.12355848,38.941515644
FR_V13,C,Highly.artificial.broadleaved.deciduous.forestry.plantations,Trifolium.campestre,flower.head,3,FR,183,25.12355848,7.537067544
FR_V13,C,Intensive.unmixed.crops,Agrimonia.eupatoria,single.flower,8,FR,6747,926.2767711,741.0214168800001
FR_V13,C,Intensive.unmixed.crops,Amaranthus.hybridus,flower.head,1,FR,6747,926.2767711,92.62767711000001
FR_V13,C,Intensive.unmixed.crops,Cirsium.arvense,capitulum,23.5,FR,6747,926.2767711,2176.750412085
FR_V13,C,Intensive.unmixed.crops,Convolvulus.arvensis,single.flower,5.25,FR,6747,926.2767711,486.2953048275
FR_V13,C,Intensive.unmixed.crops,Crepis.sp,capitulum,4,FR,6747,926.2767711,370.51070844000003
FR_V13,C,Intensive.unmixed.crops,Daucus.carota,umbel,25,FR,6747,926.2767711,2315.69192775
FR_V13,C,Intensive.unmixed.crops,Epilobium.tetragonum,single.flower,13,FR,6747,926.2767711,1204.15980243
FR_V13,C,Intensive.unmixed.crops,Erigeron.annuus,capitulum,53,FR,6747,926.2767711,4909.266886830001
FR_V13,C,Intensive.unmixed.crops,Fallopia.convolvulus,single.flower,10,FR,6747,926.2767711,926.2767711
FR_V13,C,Intensive.unmixed.crops,Geranium.dissectum,single.flower,1,FR,6747,926.2767711,92.62767711000001
FR_V13,C,Intensive.unmixed.crops,Leucanthemum.vulgare,capitulum,3,FR,6747,926.2767711,277.88303133
FR_V13,C,Intensive.unmixed.crops,Lysimachia.arvensis,single.flower,16,FR,6747,926.2767711,1482.0428337600001
FR_V13,C,Intensive.unmixed.crops,Medicago.lupulina,flower.head,1,FR,6747,926.2767711,92.62767711000001
FR_V13,C,Intensive.unmixed.crops,Mercurialis.annua,flower.head,19,FR,6747,926.2767711,1759.92586509
FR_V13,C,Intensive.unmixed.crops,Myosotis.arvensis,cyme,2,FR,6747,926.2767711,185.25535422000002
FR_V13,C,Intensive.unmixed.crops,Papaver.rhoeas,single.flower,1,FR,6747,926.2767711,92.62767711000001
FR_V13,C,Intensive.unmixed.crops,Prunella.vulgaris,flower.head,1,FR,6747,926.2767711,92.62767711000001
FR_V13,C,Intensive.unmixed.crops,Solanum.nigrum,single.flower,1,FR,6747,926.2767711,92.62767711000001
FR_V13,C,Intensive.unmixed.crops,Stellaria.media,single.flower,4,FR,6747,926.2767711,370.51070844000003
FR_V13,C,Intensive.unmixed.crops,Torilis.arvensis,umbel,16,FR,6747,926.2767711,1482.0428337600001
FR_V13,C,Intensive.unmixed.crops,Tripleurospermum.inodorum,capitulum,4,FR,6747,926.2767711,370.51070844000003
FR_V13,C,Intensive.unmixed.crops,Veronica.arvensis,single.flower,2,FR,6747,926.2767711,185.25535422000002
FR_V13,C,Intensive.unmixed.crops,Veronica.persica,single.flower,3,FR,6747,926.2767711,277.88303133
FR_V13,C,semi.natural.grass,Cerastium.semidecandrum,single.flower,1,FR,354,48.59967051,4.859967051
FR_V13,C,semi.natural.grass,Daucus.carota,umbel,1.5,FR,354,48.59967051,7.2899505765
FR_V13,C,semi.natural.grass,Erigeron.annuus,capitulum,83,FR,354,48.59967051,403.377265233
FR_V13,C,semi.natural.grass,Geranium.dissectum,single.flower,2,FR,354,48.59967051,9.719934102
FR_V13,C,semi.natural.grass,Lathyrus.odoratus,single.flower,30,FR,354,48.59967051,145.79901153
FR_V13,C,semi.natural.grass,Prunella.vulgaris,flower.head,55,FR,354,48.59967051,267.298187805
FR_V13,C,semi.natural.grass,Stellaria.graminea,single.flower,2,FR,354,48.59967051,9.719934102
FR_V15,A,Intensive.unmixed.crops,Scandix.pecten-veneris,umbel,54,FR,4616,641.1111112,3462.00000048
FR_V15,A,Intensive.unmixed.crops,Senecio.vulgaris,capitulum,22.22222222222222,FR,4616,641.1111112,1424.691358222222
FR_V15,A,Intensive.unmixed.crops,Viola.sp,single.flower,9.5,FR,4616,641.1111112,609.05555564
FR_V15,A,semi.natural.grass,Ranunculus.repens,single.flower,1,FR,1041,144.5833333,14.458333329999999
FR_V15,A,semi.natural.grass,Taraxacum.officinale,capitulum,3,FR,1041,144.5833333,43.37499999
FR_V15,A,Temperate.thickets.and.scrub,Cruciata.laevipes,flower.head,12,FR,250,34.72222222,41.666666664000005
FR_V15,B,Highly.artificial.broadleaved.deciduous.forestry.plantations,Carduus.crispus,capitulum,3,FR,558,77.9765232,23.39295696
FR_V15,B,Highly.artificial.broadleaved.deciduous.forestry.plantations,Geranium.columbinum,single.flower,6,FR,558,77.9765232,46.78591392
FR_V15,B,Highly.artificial.broadleaved.deciduous.forestry.plantations,Silene.latifolia,single.flower,5,FR,558,77.9765232,38.9882616
FR_V15,B,Highly.managed.hedgerows.of.native.species,Rosa.sp,single.flower,5,FR,84,11.73840134,5.86920067
FR_V15,B,Highly.managed.hedgerows.of.native.species,Solanum.dulcamara,single.flower,3,FR,84,11.73840134,3.521520402
FR_V15,B,Intensive.unmixed.crops,Brassica.nigra,single.flower,150,FR,4993,697.7361654,10466.042481
FR_V15,B,Intensive.unmixed.crops,Senecio.vulgaris,capitulum,3,FR,4993,697.7361654,209.32084962
FR_V15,B,Intensive.unmixed.crops,Viola.arvensis,single.flower,12.5,FR,4993,697.7361654,872.17020675
FR_V15,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Lamium.maculatum,single.flower,28,FR,621,86.7803242,242.98490776
FR_V15,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Loncomelos.pyrenaicus,single.flower,17,FR,621,86.7803242,147.52655113999998
FR_V15,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Rubus.sp,single.flower,1,FR,621,86.7803242,8.67803242
FR_V15,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Sambucus.nigra,umbel,3,FR,621,86.7803242,26.03409726
FR_V15,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Stachys.sylvatica,single.flower,9,FR,621,86.7803242,78.10229178
FR_V15,B,semi.natural.grass,Geranium.columbinum,single.flower,1,FR,679,94.88541084,9.488541084000001
FR_V15,B,semi.natural.grass,Ranunculus.repens,single.flower,15,FR,679,94.88541084,142.32811626
FR_V15,B,semi.natural.grass,Trifolium.repens,flower.head,80,FR,679,94.88541084,759.08328672
FR_V15,B,Temperate.thickets.and.scrub,Anacamptis.pyramidalis,single.flower,66,FR,221,30.88317496,203.82895473600001
FR_V15,B,Temperate.thickets.and.scrub,Clematis.vitalba,single.flower,2,FR,221,30.88317496,6.176634992
FR_V15,B,Temperate.thickets.and.scrub,Medicago.lupulina,flower.head,10,FR,221,30.88317496,30.88317496
FR_V15,B,Temperate.thickets.and.scrub,Plantago.lanceolata,flower.head,19,FR,221,30.88317496,58.678032424
FR_V15,B,Temperate.thickets.and.scrub,Rosa.sp,single.flower,13,FR,221,30.88317496,40.148127448000004
FR_V15,B,Temperate.thickets.and.scrub,Vicia.sepium,single.flower,2,FR,221,30.88317496,6.176634992
FR_V15,C,Highly.artificial.broadleaved.deciduous.forestry.plantations,Bryonia.dioica,single.flower,6,FR,520,71.94244604,43.165467623999994
FR_V15,C,Highly.artificial.broadleaved.deciduous.forestry.plantations,Carduus.crispus,capitulum,106,FR,520,71.94244604,762.5899280239998
FR_V15,C,Highly.managed.hedgerows.of.native.species,Artemisia.vulgaris,flower.head,150,FR,80,11.06806862,166.0210293
FR_V15,C,Highly.managed.hedgerows.of.native.species,Daucus.carota,umbel,7,FR,80,11.06806862,7.747648033999999
FR_V15,C,Highly.managed.hedgerows.of.native.species,Hypericum.perforatum,single.flower,5,FR,80,11.06806862,5.53403431
FR_V15,C,Highly.managed.hedgerows.of.native.species,Picris.hieracioides,capitulum,13,FR,80,11.06806862,14.388489206
FR_V15,C,Highly.managed.hedgerows.of.native.species,Plantago.lanceolata,flower.head,1,FR,80,11.06806862,1.106806862
FR_V15,C,Intensive.unmixed.crops,Geranium.columbinum,single.flower,5,FR,4742,656.0597676,328.0298838
FR_V15,C,Intensive.unmixed.crops,Geranium.dissectum,single.flower,2.3333333333333335,FR,4742,656.0597676,153.08061244
FR_V15,C,Intensive.unmixed.crops,Geranium.pusillum,single.flower,3,FR,4742,656.0597676,196.81793027999998
FR_V15,C,Intensive.unmixed.crops,Lotus.corniculatus,flower.head,4,FR,4742,656.0597676,262.42390704
FR_V15,C,Intensive.unmixed.crops,Lysimachia.arvensis,single.flower,13.833333333333332,FR,4742,656.0597676,907.5493451799999
FR_V15,C,Intensive.unmixed.crops,Lysimachia.foemina,single.flower,2,FR,4742,656.0597676,131.21195352
FR_V15,C,Intensive.unmixed.crops,Myosotis.arvensis,cyme,48.5,FR,4742,656.0597676,3181.88987286
FR_V15,C,Intensive.unmixed.crops,Papaver.rhoeas,single.flower,4,FR,4742,656.0597676,262.42390704
FR_V15,C,Intensive.unmixed.crops,Plantago.lanceolata,flower.head,2.5,FR,4742,656.0597676,164.0149419
FR_V15,C,Intensive.unmixed.crops,Sherardia.arvensis,flower.head,150,FR,4742,656.0597676,9840.896514
FR_V15,C,Intensive.unmixed.crops,Silene.latifolia,single.flower,1,FR,4742,656.0597676,65.60597676
FR_V15,C,Intensive.unmixed.crops,Torilis.arvensis,umbel,95.5,FR,4742,656.0597676,6265.3707805799995
FR_V15,C,Intensive.unmixed.crops,Tripleurospermum.inodorum,capitulum,29.5,FR,4742,656.0597676,1935.3763144199997
FR_V15,C,Intensive.unmixed.crops,Veronica.persica,single.flower,5.75,FR,4742,656.0597676,377.23436637
FR_V15,C,Intensive.unmixed.crops,Viola.arvensis,single.flower,20.875,FR,4742,656.0597676,1369.524764865
FR_V15,C,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Geum.urbanum,single.flower,1,FR,800,110.6806862,11.06806862
FR_V15,C,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Rubus.sp,single.flower,1,FR,800,110.6806862,11.06806862
FR_V15,C,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Torilis.arvensis,umbel,56,FR,800,110.6806862,619.81184272
FR_V15,C,Moist.or.wet.eutrophic.and.mesotrophic.grassland,Cirsium.vulgare,capitulum,48,FR,744,102.9330382,494.07858336
FR_V15,C,Moist.or.wet.eutrophic.and.mesotrophic.grassland,Convolvulus.sepium,single.flower,1.5,FR,744,102.9330382,15.43995573
FR_V15,C,Moist.or.wet.eutrophic.and.mesotrophic.grassland,Dipsacus.fullonum,flower.head,17.5,FR,744,102.9330382,180.13281684999998
FR_V15,C,Moist.or.wet.eutrophic.and.mesotrophic.grassland,Epilobium.angustifolium,single.flower,9,FR,744,102.9330382,92.63973438000001
FR_V15,C,Moist.or.wet.eutrophic.and.mesotrophic.grassland,Erigeron.annuus,capitulum,13,FR,744,102.9330382,133.81294966000002
