Site_id,Plant_species,Flower_units,Latitude,Longitude,Site_area
Leidingshof,Potentilla neumanniana,20000,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Potentilla neumanniana,5000,49.891959999999997,11.40354,38417
Oberailsfeld,Potentilla neumanniana,10000,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Potentilla neumanniana,3000,49.768210000000003,11.417350000000001,7130.73
Schirradorf,Potentilla neumanniana,1500,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Potentilla neumanniana,5000,49.958210000000001,11.63876,48158.601999999999
Spitzberg,Potentilla neumanniana,500,50.096350000000001,11.042199999999999,24335.300999999999
Tiefenellern,Potentilla neumanniana,1000,49.923929999999999,11.07592,13454.5
Wallersberg,Potentilla neumanniana,500,50.049100000000003,11.21597,3289.9398999999999
Wattendorf,Potentilla neumanniana,10000,50.029260000000001,11.10342,65017.300999999999
Wiesenthau,Potentilla neumanniana,200,49.71658,11.14601,4582.6201000000001
Wonsees,Potentilla neumanniana,1000,49.977060000000002,11.30517,4451.0497999999998
Allersdorf,Primula veris,300,49.982759999999999,11.64053,29756.300999999999
Bieberbach,Primula veris,500,49.72795,11.28425,21554.1
Bindlacher Berg,Primula veris,100,50.006549999999997,11.616,96624.5
Friesen,Primula veris,2000,49.846960000000003,11.047140000000001,9633.7900000000009
Großenohe,Primula veris,500,49.674190000000003,11.294879999999999,12910.3
Haselbrunn,Primula veris,200,49.79063,11.42389,58085.5
Hohe Leite,Primula veris,3000,49.80621,11.40085,23217.300999999999
Kainach,Primula veris,200,49.957859999999997,11.2906,2346.23
Kalkberg,Primula veris,2000,50.075539999999997,11.23836,19135.599999999999
Kleinziegenfeld,Primula veris,1000,50.021439999999998,11.20879,117772
Köttel,Primula veris,0,50.076549999999997,11.16835,43404.5
Leidingshof,Primula veris,100,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Primula veris,0,49.891959999999997,11.40354,38417
Oberailsfeld,Primula veris,500,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Primula veris,300,49.768210000000003,11.417350000000001,7130.73
Schirradorf,Primula veris,50,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Primula veris,50,49.958210000000001,11.63876,48158.601999999999
Spitzberg,Primula veris,1000,50.096350000000001,11.042199999999999,24335.300999999999
Tiefenellern,Primula veris,0,49.923929999999999,11.07592,13454.5
Wallersberg,Primula veris,3000,50.049100000000003,11.21597,3289.9398999999999
Wattendorf,Primula veris,5000,50.029260000000001,11.10342,65017.300999999999
Wiesenthau,Primula veris,10000,49.71658,11.14601,4582.6201000000001
Wonsees,Primula veris,100,49.977060000000002,11.30517,4451.0497999999998
Allersdorf,Prunus avium,0,49.982759999999999,11.64053,29756.300999999999
Bieberbach,Prunus avium,0,49.72795,11.28425,21554.1
Bindlacher Berg,Prunus avium,0,50.006549999999997,11.616,96624.5
Friesen,Prunus avium,10000,49.846960000000003,11.047140000000001,9633.7900000000009
Großenohe,Prunus avium,0,49.674190000000003,11.294879999999999,12910.3
Haselbrunn,Prunus avium,0,49.79063,11.42389,58085.5
Hohe Leite,Prunus avium,0,49.80621,11.40085,23217.300999999999
Kainach,Prunus avium,0,49.957859999999997,11.2906,2346.23
Kalkberg,Prunus avium,20000,50.075539999999997,11.23836,19135.599999999999
Kleinziegenfeld,Prunus avium,0,50.021439999999998,11.20879,117772
Köttel,Prunus avium,30000,50.076549999999997,11.16835,43404.5
Leidingshof,Prunus avium,20000,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Prunus avium,50000,49.891959999999997,11.40354,38417
Oberailsfeld,Prunus avium,0,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Prunus avium,0,49.768210000000003,11.417350000000001,7130.73
Schirradorf,Prunus avium,0,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Prunus avium,0,49.958210000000001,11.63876,48158.601999999999
Spitzberg,Prunus avium,0,50.096350000000001,11.042199999999999,24335.300999999999
Tiefenellern,Prunus avium,0,49.923929999999999,11.07592,13454.5
Wallersberg,Prunus avium,20000,50.049100000000003,11.21597,3289.9398999999999
Wattendorf,Prunus avium,40000,50.029260000000001,11.10342,65017.300999999999
Wiesenthau,Prunus avium,10000,49.71658,11.14601,4582.6201000000001
Wonsees,Prunus avium,0,49.977060000000002,11.30517,4451.0497999999998
Allersdorf,Prunus domestica,20000,49.982759999999999,11.64053,29756.300999999999
Bieberbach,Prunus domestica,0,49.72795,11.28425,21554.1
Bindlacher Berg,Prunus domestica,0,50.006549999999997,11.616,96624.5
Friesen,Prunus domestica,0,49.846960000000003,11.047140000000001,9633.7900000000009
Großenohe,Prunus domestica,0,49.674190000000003,11.294879999999999,12910.3
Haselbrunn,Prunus domestica,0,49.79063,11.42389,58085.5
Hohe Leite,Prunus domestica,0,49.80621,11.40085,23217.300999999999
Kainach,Prunus domestica,0,49.957859999999997,11.2906,2346.23
Kalkberg,Prunus domestica,0,50.075539999999997,11.23836,19135.599999999999
Kleinziegenfeld,Prunus domestica,0,50.021439999999998,11.20879,117772
Köttel,Prunus domestica,0,50.076549999999997,11.16835,43404.5
Leidingshof,Prunus domestica,0,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Prunus domestica,20000,49.891959999999997,11.40354,38417
Oberailsfeld,Prunus domestica,0,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Prunus domestica,0,49.768210000000003,11.417350000000001,7130.73
Schirradorf,Prunus domestica,0,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Prunus domestica,0,49.958210000000001,11.63876,48158.601999999999
Spitzberg,Prunus domestica,0,50.096350000000001,11.042199999999999,24335.300999999999
Tiefenellern,Prunus domestica,0,49.923929999999999,11.07592,13454.5
Wallersberg,Prunus domestica,0,50.049100000000003,11.21597,3289.9398999999999
Wattendorf,Prunus domestica,0,50.029260000000001,11.10342,65017.300999999999
Wiesenthau,Prunus domestica,0,49.71658,11.14601,4582.6201000000001
Wonsees,Prunus domestica,0,49.977060000000002,11.30517,4451.0497999999998
Allersdorf,Prunus spinosa,0,49.982759999999999,11.64053,29756.300999999999
Bieberbach,Prunus spinosa,0,49.72795,11.28425,21554.1
Bindlacher Berg,Prunus spinosa,0,50.006549999999997,11.616,96624.5
Friesen,Prunus spinosa,20000,49.846960000000003,11.047140000000001,9633.7900000000009
Großenohe,Prunus spinosa,0,49.674190000000003,11.294879999999999,12910.3
Haselbrunn,Prunus spinosa,0,49.79063,11.42389,58085.5
Hohe Leite,Prunus spinosa,0,49.80621,11.40085,23217.300999999999
Kainach,Prunus spinosa,0,49.957859999999997,11.2906,2346.23
Kalkberg,Prunus spinosa,4000,50.075539999999997,11.23836,19135.599999999999
Kleinziegenfeld,Prunus spinosa,0,50.021439999999998,11.20879,117772
Köttel,Prunus spinosa,20000,50.076549999999997,11.16835,43404.5
Leidingshof,Prunus spinosa,20000,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Prunus spinosa,0,49.891959999999997,11.40354,38417
Oberailsfeld,Prunus spinosa,0,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Prunus spinosa,0,49.768210000000003,11.417350000000001,7130.73
Schirradorf,Prunus spinosa,0,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Prunus spinosa,0,49.958210000000001,11.63876,48158.601999999999
Spitzberg,Prunus spinosa,8000,50.096350000000001,11.042199999999999,24335.300999999999
Tiefenellern,Prunus spinosa,20000,49.923929999999999,11.07592,13454.5
Wallersberg,Prunus spinosa,0,50.049100000000003,11.21597,3289.9398999999999
Wattendorf,Prunus spinosa,80000,50.029260000000001,11.10342,65017.300999999999
Wiesenthau,Prunus spinosa,5000,49.71658,11.14601,4582.6201000000001
Wonsees,Prunus spinosa,12000,49.977060000000002,11.30517,4451.0497999999998
Allersdorf,Pulsatilla vulgaris,0,49.982759999999999,11.64053,29756.300999999999
Bieberbach,Pulsatilla vulgaris,50,49.72795,11.28425,21554.1
Bindlacher Berg,Pulsatilla vulgaris,0,50.006549999999997,11.616,96624.5
Friesen,Pulsatilla vulgaris,20,49.846960000000003,11.047140000000001,9633.7900000000009
Großenohe,Pulsatilla vulgaris,0,49.674190000000003,11.294879999999999,12910.3
Haselbrunn,Pulsatilla vulgaris,2000,49.79063,11.42389,58085.5
Hohe Leite,Pulsatilla vulgaris,1000,49.80621,11.40085,23217.300999999999
Kainach,Pulsatilla vulgaris,0,49.957859999999997,11.2906,2346.23
Kalkberg,Pulsatilla vulgaris,0,50.075539999999997,11.23836,19135.599999999999
Kleinziegenfeld,Pulsatilla vulgaris,0,50.021439999999998,11.20879,117772
Köttel,Pulsatilla vulgaris,0,50.076549999999997,11.16835,43404.5
Leidingshof,Pulsatilla vulgaris,0,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Pulsatilla vulgaris,0,49.891959999999997,11.40354,38417
Oberailsfeld,Pulsatilla vulgaris,50,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Pulsatilla vulgaris,200,49.768210000000003,11.417350000000001,7130.73
Schirradorf,Pulsatilla vulgaris,50,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Pulsatilla vulgaris,0,49.958210000000001,11.63876,48158.601999999999
Spitzberg,Pulsatilla vulgaris,0,50.096350000000001,11.042199999999999,24335.300999999999
Tiefenellern,Pulsatilla vulgaris,0,49.923929999999999,11.07592,13454.5
Wallersberg,Pulsatilla vulgaris,0,50.049100000000003,11.21597,3289.9398999999999
Wattendorf,Pulsatilla vulgaris,0,50.029260000000001,11.10342,65017.300999999999
Wiesenthau,Pulsatilla vulgaris,30,49.71658,11.14601,4582.6201000000001
Wonsees,Pulsatilla vulgaris,0,49.977060000000002,11.30517,4451.0497999999998
Allersdorf,Ribes uva-crispa,0,49.982759999999999,11.64053,29756.300999999999
Bieberbach,Ribes uva-crispa,50,49.72795,11.28425,21554.1
Bindlacher Berg,Ribes uva-crispa,0,50.006549999999997,11.616,96624.5
Friesen,Ribes uva-crispa,0,49.846960000000003,11.047140000000001,9633.7900000000009
Großenohe,Ribes uva-crispa,0,49.674190000000003,11.294879999999999,12910.3
Haselbrunn,Ribes uva-crispa,0,49.79063,11.42389,58085.5
Hohe Leite,Ribes uva-crispa,0,49.80621,11.40085,23217.300999999999
Kainach,Ribes uva-crispa,0,49.957859999999997,11.2906,2346.23
Kalkberg,Ribes uva-crispa,0,50.075539999999997,11.23836,19135.599999999999
Kleinziegenfeld,Ribes uva-crispa,0,50.021439999999998,11.20879,117772
Köttel,Ribes uva-crispa,0,50.076549999999997,11.16835,43404.5
Leidingshof,Ribes uva-crispa,0,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Ribes uva-crispa,0,49.891959999999997,11.40354,38417
Oberailsfeld,Ribes uva-crispa,0,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Ribes uva-crispa,0,49.768210000000003,11.417350000000001,7130.73
Schirradorf,Ribes uva-crispa,0,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Ribes uva-crispa,0,49.958210000000001,11.63876,48158.601999999999
Spitzberg,Ribes uva-crispa,0,50.096350000000001,11.042199999999999,24335.300999999999
Tiefenellern,Ribes uva-crispa,0,49.923929999999999,11.07592,13454.5
Wallersberg,Ribes uva-crispa,0,50.049100000000003,11.21597,3289.9398999999999
Wattendorf,Ribes uva-crispa,0,50.029260000000001,11.10342,65017.300999999999
Wiesenthau,Ribes uva-crispa,0,49.71658,11.14601,4582.6201000000001
Wonsees,Ribes uva-crispa,0,49.977060000000002,11.30517,4451.0497999999998
Allersdorf,Saxifraga tridactylites,0,49.982759999999999,11.64053,29756.300999999999
Bieberbach,Saxifraga tridactylites,0,49.72795,11.28425,21554.1
Bindlacher Berg,Saxifraga tridactylites,0,50.006549999999997,11.616,96624.5
Friesen,Saxifraga tridactylites,0,49.846960000000003,11.047140000000001,9633.7900000000009
Großenohe,Saxifraga tridactylites,100,49.674190000000003,11.294879999999999,12910.3
Haselbrunn,Saxifraga tridactylites,100,49.79063,11.42389,58085.5
Hohe Leite,Saxifraga tridactylites,500,49.80621,11.40085,23217.300999999999
Kainach,Saxifraga tridactylites,0,49.957859999999997,11.2906,2346.23
Kalkberg,Saxifraga tridactylites,0,50.075539999999997,11.23836,19135.599999999999
Kleinziegenfeld,Saxifraga tridactylites,0,50.021439999999998,11.20879,117772
Köttel,Saxifraga tridactylites,0,50.076549999999997,11.16835,43404.5
Leidingshof,Saxifraga tridactylites,2000,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Saxifraga tridactylites,0,49.891959999999997,11.40354,38417
Oberailsfeld,Saxifraga tridactylites,1000,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Saxifraga tridactylites,0,49.768210000000003,11.417350000000001,7130.73
Schirradorf,Saxifraga tridactylites,50,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Saxifraga tridactylites,0,49.958210000000001,11.63876,48158.601999999999
Spitzberg,Saxifraga tridactylites,0,50.096350000000001,11.042199999999999,24335.300999999999
Tiefenellern,Saxifraga tridactylites,0,49.923929999999999,11.07592,13454.5
Wallersberg,Saxifraga tridactylites,0,50.049100000000003,11.21597,3289.9398999999999
Wattendorf,Saxifraga tridactylites,0,50.029260000000001,11.10342,65017.300999999999
Wiesenthau,Saxifraga tridactylites,0,49.71658,11.14601,4582.6201000000001
Wonsees,Saxifraga tridactylites,0,49.977060000000002,11.30517,4451.0497999999998
Allersdorf,Taraxacum spec.,0,49.982759999999999,11.64053,29756.300999999999
Bieberbach,Taraxacum spec.,0,49.72795,11.28425,21554.1
Bindlacher Berg,Taraxacum spec.,0,50.006549999999997,11.616,96624.5
Friesen,Taraxacum spec.,0,49.846960000000003,11.047140000000001,9633.7900000000009
Großenohe,Taraxacum spec.,100,49.674190000000003,11.294879999999999,12910.3
Haselbrunn,Taraxacum spec.,0,49.79063,11.42389,58085.5
Hohe Leite,Taraxacum spec.,200,49.80621,11.40085,23217.300999999999
Kainach,Taraxacum spec.,0,49.957859999999997,11.2906,2346.23
Kalkberg,Taraxacum spec.,2000,50.075539999999997,11.23836,19135.599999999999
Kleinziegenfeld,Taraxacum spec.,10000,50.021439999999998,11.20879,117772
Köttel,Taraxacum spec.,500,50.076549999999997,11.16835,43404.5
Leidingshof,Taraxacum spec.,0,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Taraxacum spec.,0,49.891959999999997,11.40354,38417
Oberailsfeld,Taraxacum spec.,1000,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Taraxacum spec.,0,49.768210000000003,11.417350000000001,7130.73
Schirradorf,Taraxacum spec.,0,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Taraxacum spec.,0,49.958210000000001,11.63876,48158.601999999999
Spitzberg,Taraxacum spec.,500,50.096350000000001,11.042199999999999,24335.300999999999
Tiefenellern,Taraxacum spec.,300,49.923929999999999,11.07592,13454.5
Wallersberg,Taraxacum spec.,300,50.049100000000003,11.21597,3289.9398999999999
Wattendorf,Taraxacum spec.,3000,50.029260000000001,11.10342,65017.300999999999
Wiesenthau,Taraxacum spec.,50,49.71658,11.14601,4582.6201000000001
Wonsees,Taraxacum spec.,500,49.977060000000002,11.30517,4451.0497999999998
Allersdorf,Thlaspi perfoliatum,0,49.982759999999999,11.64053,29756.300999999999
Bieberbach,Thlaspi perfoliatum,200,49.72795,11.28425,21554.1
Bindlacher Berg,Thlaspi perfoliatum,0,50.006549999999997,11.616,96624.5
Friesen,Thlaspi perfoliatum,0,49.846960000000003,11.047140000000001,9633.7900000000009
Großenohe,Thlaspi perfoliatum,500,49.674190000000003,11.294879999999999,12910.3
Haselbrunn,Thlaspi perfoliatum,0,49.79063,11.42389,58085.5
Hohe Leite,Thlaspi perfoliatum,0,49.80621,11.40085,23217.300999999999
Kainach,Thlaspi perfoliatum,0,49.957859999999997,11.2906,2346.23
Kalkberg,Thlaspi perfoliatum,0,50.075539999999997,11.23836,19135.599999999999
Kleinziegenfeld,Thlaspi perfoliatum,0,50.021439999999998,11.20879,117772
Köttel,Thlaspi perfoliatum,0,50.076549999999997,11.16835,43404.5
Leidingshof,Thlaspi perfoliatum,0,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Thlaspi perfoliatum,500,49.891959999999997,11.40354,38417
Oberailsfeld,Thlaspi perfoliatum,500,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Thlaspi perfoliatum,0,49.768210000000003,11.417350000000001,7130.73
Schirradorf,Thlaspi perfoliatum,0,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Thlaspi perfoliatum,0,49.958210000000001,11.63876,48158.601999999999
Spitzberg,Thlaspi perfoliatum,0,50.096350000000001,11.042199999999999,24335.300999999999
Tiefenellern,Thlaspi perfoliatum,0,49.923929999999999,11.07592,13454.5
Wallersberg,Thlaspi perfoliatum,0,50.049100000000003,11.21597,3289.9398999999999
Wattendorf,Thlaspi perfoliatum,0,50.029260000000001,11.10342,65017.300999999999
Wiesenthau,Thlaspi perfoliatum,0,49.71658,11.14601,4582.6201000000001
Wonsees,Thlaspi perfoliatum,0,49.977060000000002,11.30517,4451.0497999999998
Allersdorf,Viola spec.,2000,49.982759999999999,11.64053,29756.300999999999
Bieberbach,Viola spec.,500,49.72795,11.28425,21554.1
Bindlacher Berg,Viola spec.,1000,50.006549999999997,11.616,96624.5
Friesen,Viola spec.,100,49.846960000000003,11.047140000000001,9633.7900000000009
Großenohe,Viola spec.,500,49.674190000000003,11.294879999999999,12910.3
Haselbrunn,Viola spec.,500,49.79063,11.42389,58085.5
Hohe Leite,Viola spec.,100,49.80621,11.40085,23217.300999999999
Kainach,Viola spec.,50,49.957859999999997,11.2906,2346.23
Kalkberg,Viola spec.,100,50.075539999999997,11.23836,19135.599999999999
Kleinziegenfeld,Viola spec.,0,50.021439999999998,11.20879,117772
Köttel,Viola spec.,1000,50.076549999999997,11.16835,43404.5
Leidingshof,Viola spec.,200,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Viola spec.,200,49.891959999999997,11.40354,38417
Oberailsfeld,Viola spec.,0,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Viola spec.,0,49.768210000000003,11.417350000000001,7130.73
Schirradorf,Viola spec.,50,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Viola spec.,500,49.958210000000001,11.63876,48158.601999999999
Spitzberg,Viola spec.,100,50.096350000000001,11.042199999999999,24335.300999999999
Tiefenellern,Viola spec.,100,49.923929999999999,11.07592,13454.5
Wallersberg,Viola spec.,100,50.049100000000003,11.21597,3289.9398999999999
Wattendorf,Viola spec.,0,50.029260000000001,11.10342,65017.300999999999
Wiesenthau,Viola spec.,300,49.71658,11.14601,4582.6201000000001
Wonsees,Viola spec.,0,49.977060000000002,11.30517,4451.0497999999998