SampleID,Family,Species,Unit,Flowers_per_unit,Diameter,LN,DN1,DN2,Comments
731,Gentianaceae,Gentiana utriculosa,S,1,11.09,15.91,1.86,1.4,
732,Gentianaceae,Gentiana utriculosa,S,1,12.15,15.92,2.09,1.57,
733,Gentianaceae,Gentiana utriculosa,S,1,10.44,15.16,2.25,1.56,
734,Gentianaceae,Gentiana utriculosa,S,1,12.19,16.37,2.06,1.42,
735,Orchidaceae,Nigritella nigra,C,1,14.37,2.67,1.95,1.15,
736,Orchidaceae,Nigritella nigra,C,1,14.41,3.11,1.92,1.18,
737,Orchidaceae,Nigritella nigra,C,1,16.49,3.21,2.28,0.98,
738,Orchidaceae,Nigritella nigra,C,1,14.71,2.57,1.85,0.94,
739,Orchidaceae,Nigritella nigra,C,1,18.74,3.53,1.72,1.31,
740,Orchidaceae,Nigritella nigra,C,1,13.03,2.08,1.53,1.06,
741,Orchidaceae,Nigritella nigra,C,1,13.85,1.86,1.49,1.21,
742,Caryophyllaceae,Cerastium fontanum,S,1,6.7,0,,,
743,Caryophyllaceae,Cerastium fontanum,S,1,6.7,0,,,
744,Lamiaceae,Clinopodium vulgare,S,1,6.35,11.49,2.21,0.89,
745,Caryophyllaceae,Stellaria graminea,S,1,8.6,,,,
746,Caryophyllaceae,Stellaria graminea,S,1,11.3,,,,
747,Caryophyllaceae,Stellaria graminea,S,1,7.2,,,,
748,Caryophyllaceae,Stellaria graminea,S,1,8.1,,,,
749,Caryophyllaceae,Stellaria graminea,S,1,9.8,,,,
750,Caryophyllaceae,Stellaria graminea,S,1,9.3,,,,
751,Caryophyllaceae,Stellaria graminea,S,1,9.7,,,,
752,Caryophyllaceae,Stellaria graminea,S,1,8.4,,,,
753,Caryophyllaceae,Stellaria graminea,S,1,8,,,,
754,Caryophyllaceae,Stellaria graminea,S,1,7,,,,
755,Orchidaceae,Orchis ustulata,FU,20,6.57,2.53,2.89,1.69,
756,Scrophulariaceae,Melampyrum pratense,S,1,3.39,10.4,3.04,1.22,
757,Scrophulariaceae,Melampyrum pratense,S,1,3.17,10.18,2.84,1,
758,Scrophulariaceae,Melampyrum pratense,S,1,3.36,10.67,2.99,1.5,
759,Scrophulariaceae,Melampyrum pratense,S,1,3.07,9.62,2.77,1.19,
760,Scrophulariaceae,Melampyrum pratense,S,1,2.8,9.66,2.95,1.27,
761,Scrophulariaceae,Melampyrum pratense,S,1,2.63,9.65,2.81,1.62,
762,Scrophulariaceae,Melampyrum pratense,S,1,3.4,9.54,2.76,1.31,
763,Scrophulariaceae,Melampyrum pratense,S,1,2.67,10.18,3.06,1.66,
764,Scrophulariaceae,Melampyrum pratense,S,1,2.37,10.16,2.14,1.3,
765,Scrophulariaceae,Melampyrum pratense,S,1,2.52,9.32,2.02,1.13,
766,Asteraceae,Hieracium glanduliferum,C,1,21.8,3.64,0.47,0.28,
767,Asteraceae,Hieracium glanduliferum,C,1,25.1,4.31,0.57,0.34,
768,Asteraceae,Hieracium glanduliferum,C,1,21.8,3.43,0.54,0.4,
769,Asteraceae,Hieracium glanduliferum,C,1,23.5,3.96,0.59,0.37,
770,Asteraceae,Hieracium glanduliferum,C,1,22.4,4.91,0.63,0.33,
771,Asteraceae,Hieracium glanduliferum,C,1,28.6,4.01,0.63,0.32,
772,Asteraceae,Hieracium glanduliferum,C,1,21.4,5.44,0.67,0.4,
773,Asteraceae,Hieracium glanduliferum,C,1,24.4,3.39,0.55,0.46,
774,Asteraceae,Hieracium pilosella,C,1,12.8,3.18,0.32,0.2,
775,Asteraceae,Hieracium pilosella,C,1,13.3,2.96,0.33,0.19,
776,Asteraceae,Hieracium pilosella,C,1,14.4,3.3,0.32,0.22,
777,Parnassiaceae,Parnassia palustris,S,1,17.8,0,,,
778,Parnassiaceae,Parnassia palustris,S,1,12.2,0,,,
779,Parnassiaceae,Parnassia palustris,S,1,15.5,0,,,
780,Parnassiaceae,Parnassia palustris,S,1,18.4,0,,,
781,Parnassiaceae,Parnassia palustris,S,1,22,0,,,
782,Parnassiaceae,Parnassia palustris,S,1,11.8,0,,,
783,Parnassiaceae,Parnassia palustris,S,1,19.9,0,,,
784,Parnassiaceae,Parnassia palustris,S,1,16.8,0,,,
785,Asteraceae,Erigeron glabratus,C,1,14.77,3.77,0.57,0.42,
786,Asteraceae,Erigeron glabratus,C,1,10.42,3.46,0.63,0.43,
787,Asteraceae,Erigeron glabratus,C,1,12.74,3.62,0.66,0.41,
788,Asteraceae,Erigeron glabratus,C,1,10.47,4.05,0.74,0.37,
789,Asteraceae,Erigeron glabratus,C,1,9.02,3.38,0.55,0.38,
790,Asteraceae,Erigeron glabratus,C,1,7.84,3.78,0.5,0.36,
791,Asteraceae,Erigeron glabratus,C,1,13,3.65,0.65,0.33,
792,Asteraceae,Erigeron glabratus,C,1,13.02,3.97,0.52,0.29,
793,Asteraceae,Erigeron glabratus,C,1,14.21,4.27,0.54,0.35,
794,Asteraceae,Erigeron glabratus,C,1,14.6,3.67,0.6,0.31,
795,Asteraceae,Hieracium aurantiacum,C,1,4.35,0.51,0.24,11.77,
796,Fabaceae,Hedysarum hedysaroides,FU,6,6.58,5.61,1.69,1.2,
797,Scrophulariaceae,Euphrasia minima,S,1,2.25,3.24,0.71,0.39,
798,Scrophulariaceae,Euphrasia minima,S,1,2.78,3.53,0.67,0.45,
799,Scrophulariaceae,Euphrasia minima,S,1,2.12,3.08,0.68,0.44,
800,Scrophulariaceae,Euphrasia minima,S,1,2.85,3.86,0.73,0.55,
801,Scrophulariaceae,Euphrasia minima,S,1,2.34,2.86,0.69,0.56,
802,Dipsacaceae,Knautia dipsacifolia,C,1,27.81,6.01,1.99,1.13,
803,Dipsacaceae,Knautia dipsacifolia,C,1,28.39,5.91,2.06,0.89,
804,Dipsacaceae,Knautia dipsacifolia,C,1,25.97,4.94,1.63,0.89,
805,Dipsacaceae,Knautia dipsacifolia,C,1,27.86,5.62,1.78,1.01,
806,Dipsacaceae,Knautia dipsacifolia,C,1,29.42,6.76,2.33,1.11,
807,Dipsacaceae,Knautia dipsacifolia,C,1,27.5,5.9,1.9,0.85,
808,Dipsacaceae,Knautia dipsacifolia,C,1,27.32,5.45,1.32,0.71,
809,Dipsacaceae,Knautia dipsacifolia,C,1,31.96,5.15,1.92,1.15,
810,Dipsacaceae,Knautia dipsacifolia,C,1,23.91,5.75,1.97,0.94,
811,Dipsacaceae,Knautia dipsacifolia,C,1,30.15,7.29,2.23,0.74,
812,Ranunculaceae,Aquilegia vulgaris,S,1,14.37,0,,,
813,Campanulaceae,Campanula cochleariifolia,S,1,13.11,9.57,8.82,7.04,
814,Campanulaceae,Campanula cochleariifolia,S,1,10.37,7.52,9.49,6.32,
815,Campanulaceae,Campanula cochleariifolia,S,1,14.89,9.13,10.2,7.73,
816,Campanulaceae,Campanula cochleariifolia,S,1,13.29,9.8,10.4,7.7,
817,Campanulaceae,Campanula cochleariifolia,S,1,11.76,9.06,9.87,7.02,
818,Campanulaceae,Campanula cochleariifolia,S,1,14.27,9.94,11.39,7.78,
819,Campanulaceae,Campanula cochleariifolia,S,1,9.74,7.92,7.33,5.89,
820,Campanulaceae,Campanula cochleariifolia,S,1,9,8.58,8.54,6.23,
821,Asteraceae,Centaurea jacea,C,1,35.96,17.78,0.75,0.47,
822,Asteraceae,Centaurea jacea,C,1,45.19,12.93,1.33,0.46,
823,Asteraceae,Centaurea jacea,C,1,34.34,13.62,0.5,0.3,
824,Asteraceae,Centaurea jacea,C,1,48.19,11.55,0.97,0.5,
825,Asteraceae,Centaurea jacea,C,1,39.29,12.5,1.2,0.5,
826,Asteraceae,Centaurea jacea,C,1,31.16,10.49,0.99,0.52,
827,Asteraceae,Centaurea jacea,C,1,32.2,11.57,1.13,0.46,
828,Asteraceae,Centaurea jacea,C,1,25.93,12.61,1.23,0.56,
829,Plantaginaceae,Plantago lanceolata,C,1,19.17,0,,,
830,Plantaginaceae,Plantago lanceolata,C,1,20.58,0,,,
831,Plantaginaceae,Plantago lanceolata,C,1,18.78,0,,,
832,Plantaginaceae,Plantago lanceolata,C,1,18.6,0,,,
833,Plantaginaceae,Plantago lanceolata,C,1,21.61,0,,,
834,Plantaginaceae,Plantago lanceolata,C,1,19.99,0,,,
835,Plantaginaceae,Plantago lanceolata,C,1,20.88,0,,,
836,Asteraceae,Prenanthes purpurea,C,1,16.91,6.27,0.81,0.38,
837,Asteraceae,Prenanthes purpurea,C,1,12.2,4.71,0.68,0.45,
838,Asteraceae,Prenanthes purpurea,C,1,17.18,6.84,0.85,0.46,
839,Fabaceae,Trifolium pratense,C,1,28.37,8.57,1.19,0.81,
840,Fabaceae,Trifolium pratense,C,1,23.94,9.82,1.27,0.7,
841,Fabaceae,Trifolium pratense,C,1,21.25,9.98,1.32,0.91,
842,Fabaceae,Trifolium pratense,C,1,23.17,12.07,1.56,0.92,
843,Fabaceae,Trifolium pratense,C,1,23.98,11.87,1.65,0.82,
844,Fabaceae,Trifolium pratense,C,1,29.91,10.71,1.36,0.71,
845,Fabaceae,Trifolium pratense,C,1,23.31,10.51,1.37,0.73,
846,Fabaceae,Trifolium pratense,C,1,21.29,7.49,1.3,0.82,
847,Fabaceae,Trifolium pratense,C,1,25.64,10.7,1.32,0.76,
848,Fabaceae,Trifolium pratense,C,1,20.59,8.74,1.55,0.82,
849,Fabaceae,Trifolium repens,C,1,16.5,4.72,1.46,0.94,
850,Fabaceae,Trifolium repens,C,1,14.48,4.02,1.15,0.63,
851,Fabaceae,Trifolium repens,C,1,15.15,4.44,1.44,0.56,
852,Fabaceae,Trifolium repens,C,1,16.82,4.18,1.63,0.85,
853,Fabaceae,Trifolium repens,C,1,17.02,4.28,1.78,0.74,
854,Fabaceae,Trifolium repens,C,1,15.82,5.34,1.71,0.95,
855,Fabaceae,Trifolium repens,C,1,17.09,4.84,1.42,0.54,
856,Fabaceae,Trifolium repens,C,1,21.89,3.63,1.42,0.63,
857,Fabaceae,Trifolium repens,C,1,15.6,4.75,1.36,0.52,
858,Fabaceae,Trifolium repens,C,1,15.52,4.41,1.23,0.66,
859,Orchidaceae,Gymnadenia conopsea,FU,24,7.64,2.69,0.4,0.3,
860,Orchidaceae,Gymnadenia conopsea,FU,22,8.2,1.36,0.58,0.4,
861,Orchidaceae,Gymnadenia conopsea,FU,26,6.41,1.65,0.52,0.41,
862,Orchidaceae,Gymnadenia conopsea,FU,23,7.97,1.57,0.5,0.42,
863,Orchidaceae,Gymnadenia conopsea,FU,25,8.52,1.43,0.52,0.42,
864,Lamiaceae,Teucrium montanum,S,1,6.34,5.87,0.74,0.87,
865,Lamiaceae,Teucrium montanum,S,1,5.93,4.51,0.91,0.81,
866,Lamiaceae,Teucrium montanum,S,1,5.23,4.27,1.22,0.78,
867,Lamiaceae,Teucrium montanum,S,1,5.42,5.11,0.94,0.75,
868,Lamiaceae,Teucrium montanum,S,1,7.97,5.71,1.32,1.05,
869,Dipsacaceae,Scabiosa lucida,C,1,26.18,5.15,1.3,0.52,
870,Dipsacaceae,Scabiosa lucida,C,1,34.29,4.89,0.84,0.43,
871,Dipsacaceae,Scabiosa lucida,C,1,28.08,5.91,1.22,0.59,
872,Dipsacaceae,Scabiosa lucida,C,1,29.62,4.41,1.45,0.59,
873,Dipsacaceae,Scabiosa lucida,C,1,28.03,4.75,1.21,0.47,
874,Campanulaceae,Campanula scheuchzeri,S,1,19.47,16.86,14.31,9.22,
875,Campanulaceae,Campanula scheuchzeri,S,1,14.23,14.28,11.23,7.84,
876,Campanulaceae,Campanula scheuchzeri,S,1,16.89,12.94,12.02,8.54,
877,Campanulaceae,Campanula scheuchzeri,S,1,19.83,15.41,13.03,8.11,
878,Campanulaceae,Campanula scheuchzeri,S,1,14.07,14.03,9.19,7.73,
879,Campanulaceae,Campanula scheuchzeri,S,1,17.79,15.33,12.03,7.22,
880,Campanulaceae,Campanula scheuchzeri,S,1,15.48,15.24,11.16,7.19,
881,Campanulaceae,Campanula scheuchzeri,S,1,17.82,13.84,11.34,8.38,
882,Campanulaceae,Campanula scheuchzeri,S,1,15.12,14.17,10.5,6.2,
883,Campanulaceae,Campanula scheuchzeri,S,1,19.12,11.46,12.38,7.37,
884,Ranunculaceae,Aconitum lycoctonum,FU,11,20.67,4.25,4.96,4.91,
885,Ranunculaceae,Aconitum lycoctonum,FU,12,15.825,5.71,5.26,5.1,
886,Ranunculaceae,Aconitum lycoctonum,FU,8,19.125,4.25,5.82,4.8,
887,Orchidaceae,Listera ovata,FU,30,7.945,2.05,2.05,1.27,
888,Ranunculaceae,Aconitum napellus,FU,8,16.165,16.83,6.68,4.29,
889,Ranunculaceae,Aconitum napellus,FU,10,19.52,15.91,9.89,5.6,
890,Ranunculaceae,Aconitum napellus,FU,8,16.18,16.86,4.91,3.51,
891,Ranunculaceae,Aconitum napellus,FU,15,17.165,17.27,7.91,5.2,
892,Ranunculaceae,Aconitum napellus,FU,8,17.505,16.56,9.61,6.76,
893,Ranunculaceae,Aconitum napellus,FU,21,17.555,17.29,7.05,6.94,
894,Ranunculaceae,Aconitum napellus,FU,7,18.885,18.28,8.05,7.79,
895,Ranunculaceae,Aconitum napellus,FU,23,18.2,18.53,7.47,8.09,
896,Ranunculaceae,Aconitum napellus,FU,16,19.45,17.69,9.52,7.55,
897,Ranunculaceae,Aconitum napellus,FU,8,20.395,18.82,9.62,6.97,
898,Asteraceae,Senecio abrotanifolius,C,1,32.92,4.6,0.87,0.31,
899,Asteraceae,Senecio abrotanifolius,C,1,40.1,5.65,0.91,0.39,
900,Asteraceae,Senecio abrotanifolius,C,1,26.19,4.1,0.85,0.41,
901,Asteraceae,Senecio abrotanifolius,C,1,29.44,4.41,1.2,0.56,
902,Asteraceae,Senecio abrotanifolius,C,1,27.68,4.1,1.17,0.56,
903,Asteraceae,Senecio abrotanifolius,C,1,26.87,4.91,0.74,0.52,
904,Asteraceae,Senecio abrotanifolius,C,1,31.88,4.31,1.29,0.55,
905,Asteraceae,Senecio abrotanifolius,C,1,32.73,5.54,1.02,0.52,
906,Asteraceae,Senecio abrotanifolius,C,1,32.01,4.66,0.78,0.46,
907,Alliaceae,Allium lusitanicum,C,1,22.9,5.83,3.38,2.4,
908,Alliaceae,Allium lusitanicum,C,1,25.04,5.51,4.46,3.39,
909,Alliaceae,Allium lusitanicum,C,1,22.95,5.87,3.73,3.26,
910,Alliaceae,Allium lusitanicum,C,1,17.45,5.82,4.28,3.6,
911,Alliaceae,Allium lusitanicum,C,1,26.14,6.15,2.82,2.92,
912,Alliaceae,Allium lusitanicum,C,1,26.71,6.24,3.47,2.88,
913,Alliaceae,Allium lusitanicum,C,1,26.76,5.8,5.41,3.69,
914,Alliaceae,Allium lusitanicum,C,1,24.01,6.1,5.23,3.41,
915,Alliaceae,Allium lusitanicum,C,1,19.88,6.7,3.86,2.92,
916,Alliaceae,Allium lusitanicum,C,1,17.39,5.49,4.42,3.73,
917,Asteraceae,Solidago virgaurea,FU,24,10.99,5.35,0.76,0.38,
918,Asteraceae,Solidago virgaurea,FU,7,17.25,5.74,0.81,0.29,
919,Asteraceae,Solidago virgaurea,FU,22,9.06,5.09,0.63,0.42,
920,Asteraceae,Solidago virgaurea,FU,13,18.56,5.03,0.75,0.37,
921,Asteraceae,Solidago virgaurea,FU,30,23.6,4.95,0.88,0.33,
922,Asteraceae,Solidago virgaurea,FU,10,9.37,5.44,0.85,0.38,
923,Asteraceae,Solidago virgaurea,FU,11,10.33,5.1,0.58,0.37,
924,Asteraceae,Solidago virgaurea,FU,16,14.26,5.07,0.9,0.39,
925,Gentianaceae,Gentianella aspera,S,1,24.68,21.35,8.08,2.2,
926,Gentianaceae,Gentianella aspera,S,1,25.47,24.58,8.27,1.85,
927,Gentianaceae,Gentianella aspera,S,1,23.76,25.49,7.06,1.68,
928,Gentianaceae,Gentianella aspera,S,1,32.54,21.12,8.52,4.04,
929,Gentianaceae,Gentianella aspera,S,1,27.34,20.66,6.78,2.28,
930,Gentianaceae,Gentianella aspera,S,1,25.93,17.38,7.41,3.1,
931,Gentianaceae,Gentianella aspera,S,1,24.11,19.76,6.82,2.23,
932,Gentianaceae,Gentianella aspera,S,1,25.9,18.34,8.46,2.51,
933,Asteraceae,Cirsium arvense,C,1,13.19,1.04,0.57,0.35,
934,Asteraceae,Cirsium arvense,C,1,16.97,0.89,0.73,0.36,
935,Asteraceae,Cirsium arvense,C,1,18.62,1.04,0.58,0.39,
936,Asteraceae,Cirsium arvense,C,1,14.63,1.18,0.68,0.5,
937,Asteraceae,Cirsium arvense,C,1,17.11,1.17,0.64,0.39,
938,Asteraceae,Cirsium arvense,C,1,15.26,1.2,0.6,0.35,
939,Asteraceae,Cirsium arvense,C,1,15.44,1.23,0.69,0.42,
940,Asteraceae,Cirsium arvense,C,1,16.75,0.94,0.63,0.36,
941,Asteraceae,Cirsium arvense,C,1,20.86,0.95,0.85,0.33,
942,Asteraceae,Cirsium arvense,C,1,13.61,1.26,0.76,0.39,
943,Asteraceae,Eupatorium cannabinum,C,1,49.03,1.92,0.95,0.49,
944,Asteraceae,Eupatorium cannabinum,C,1,39.01,2.01,0.98,0.31,
945,Asteraceae,Eupatorium cannabinum,C,1,50.02,2.54,0.81,0.36,
946,Asteraceae,Eupatorium cannabinum,C,1,58.92,2.49,0.74,0.43,
947,Asteraceae,Eupatorium cannabinum,C,1,52.97,1.77,0.8,0.3,
948,Asteraceae,Eupatorium cannabinum,C,1,53.68,1.94,0.81,0.38,
949,Asteraceae,Eupatorium cannabinum,C,1,56.37,1.79,0.87,0.36,
950,Asteraceae,Hieracium glaucum,C,1,31.51,4.35,0.77,0.47,
951,Asteraceae,Leontodon hispidus,C,1,36.08,4.92,0.73,0.4,
952,Asteraceae,Leontodon hispidus,C,1,31.18,6.05,0.73,0.6,
953,Asteraceae,Leontodon hispidus,C,1,37.11,4.6,0.74,0.3,
954,Asteraceae,Leontodon hispidus,C,1,27.23,5.99,0.81,0.36,
955,Cuscutaceae,Cuscuta epithymum,FU,7,3.09,2.27,1.17,1.04,
956,Cuscutaceae,Cuscuta epithymum,FU,11,3.5,2.67,1.45,0.87,
957,Cuscutaceae,Cuscuta epithymum,FU,4,2.76,1.89,1.54,0.99,
958,Cuscutaceae,Cuscuta epithymum,FU,8,3.02,2.22,1.07,1.13,
959,Cuscutaceae,Cuscuta epithymum,FU,6,3.34,1.63,1.2,0.79,
960,Cuscutaceae,Cuscuta epithymum,FU,7,3.62,2.61,1.35,0.85,
961,Asteraceae,Carlina acaulis,C,1,55.1,6.35,1.38,1.03,
962,Asteraceae,Carlina acaulis,C,1,57.5,5.96,1.41,0.94,
963,Asteraceae,Carlina acaulis,C,1,66.8,6.31,1.32,0.86,
964,Asteraceae,Carlina acaulis,C,1,52.4,5.93,1.29,0.85,
965,Asteraceae,Carlina acaulis,C,1,67.1,5.49,1.4,0.75,
966,Asteraceae,Carlina acaulis,C,1,57.2,5.7,1.61,0.89,
967,Asteraceae,Carlina acaulis,C,1,69.1,5.98,1.45,0.79,
968,Asteraceae,Carlina acaulis,C,1,63.1,6.03,1.16,0.86,
969,Asteraceae,Carlina acaulis,C,1,61.2,,,,
970,Asteraceae,Carlina acaulis,C,1,57,,,,
971,Gentianaceae,Gentianella ciliata,S,1,28.69,19.5,5.04,2.36,
972,Gentianaceae,Gentianella ciliata,S,1,30.28,22.77,4.94,2.78,
973,Gentianaceae,Gentianella ciliata,S,1,23.37,22.29,5.85,3.01,
974,Gentianaceae,Gentianella ciliata,S,1,24.88,22.34,5.18,3.01,
975,Gentianaceae,Gentianella ciliata,S,1,29.3,21.23,5.1,3.09,
976,Gentianaceae,Gentianella ciliata,S,1,27.38,20.12,5.41,2.84,
977,Gentianaceae,Gentianella ciliata,S,1,30.23,18.28,4.68,2.25,
978,Gentianaceae,Gentianella ciliata,S,1,31.53,19.21,4.79,2.21,
979,Asteraceae,Adenostyles alliariae,C,1,71.4,3.5,0.3,0.5,
980,Asteraceae,Adenostyles alliariae,C,1,56.14,3.12,0.38,0.43,
981,Asteraceae,Adenostyles alliariae,C,1,56.37,2.69,0.83,0.58,
982,Caryophyllaceae,Silene pusilla,S,1,7.57,4.57,1.44,0.78,
983,Caryophyllaceae,Silene pusilla,S,1,6.32,3.29,1.27,0.66,
984,Caryophyllaceae,Silene pusilla,S,1,7.93,3.32,1.44,0.68,
985,Caryophyllaceae,Silene pusilla,S,1,9.54,3.54,2.31,0.89,
986,Caryophyllaceae,Silene pusilla,S,1,7.49,3.75,1.44,0.74,
987,Caryophyllaceae,Silene pusilla,S,1,8.87,3.22,1.96,0.84,
988,Caryophyllaceae,Silene pusilla,S,1,5.68,4.19,1.5,0.69,
989,Caryophyllaceae,Silene pusilla,S,1,8.74,3.9,1.44,0.75,
990,Caryophyllaceae,Silene pusilla,S,1,6.48,4.22,1.71,0.82,
991,Caryophyllaceae,Silene pusilla,S,1,8.04,3.76,1.52,0.88,
992,Orchidaceae,Epipactis atrorubens,FU,13,8.11,0,,,
993,Fabaceae,Hippocrepis comosa,C,1,19.1,3.7,2.1,1.5,DN1 can be extended with sufficient force
994,Fabaceae,Hippocrepis comosa,C,1,19.7,4.2,2,1.4,
995,Fabaceae,Hippocrepis comosa,C,1,20.5,3.9,1.9,1.5,
996,Fabaceae,Hippocrepis comosa,C,1,22.3,4.8,2.1,1.5,
997,Fabaceae,Hippocrepis comosa,C,1,20.8,5.2,1.9,1.5,
998,Fabaceae,Hippocrepis comosa,C,1,19,4.7,2.2,1.5,
999,Fabaceae,Hippocrepis comosa,C,1,20.1,5.4,2.3,1.4,
1000,Fabaceae,Hippocrepis comosa,C,1,17.5,5.1,2.2,1.5,
1001,Fabaceae,Hippocrepis comosa,C,1,19,5.3,2,1.5,
1002,Fabaceae,Hippocrepis comosa,C,1,22.9,4.9,2.1,1.5,
1003,Ranunculaceae,Anemone narcissiflora,S,1,25,0,,,Kosmos
1004,Brassicaceae,Arabis ciliata,S,1,3,,,,Kosmos
1005,Apiaceae,Carum carvi,S,1,3,0,,,Kosmos
1006,Asteraceae,Cicerbita alpina,C,1,20,,,,Kosmos
1007,Ranunculaceae,Clematis alpina,S,1,75,0,,,Kosmos
1008,Orchidaceae,Coeloglossum viride,FU,18,13.5,,,,Kosmos
1009,Lamiaceae,Galeobdolon luteum,FU,8,20,,,,Kosmos
1010,Rubiaceae,Galium uliginosum,S,1,20,,,,Kosmos
1011,Gentianaceae,Gentiana pannonica,S,1,37.5,,,,Kosmos
1012,Apiaceae,Heracleum sphondylium,S,1,2,0,,,Kosmos
1013,Asteraceae,Leontopodium alpinum,FU,7,6,,,,Kosmos
1014,Oxalidaceae,Oxalis acetosella,S,1,20,0,,,Kosmos
1015,Orchidaceae,Platanthera bifolia,FU,25,19,,,,Kosmos
1016,Primulaceae,Primula minima,S,1,20,,,,Kosmos
1017,Brassicaceae,Pritzelago alpina,S,1,6.5,,,,Kosmos
1018,Caryophyllaceae,Silene viscosa,S,1,17.5,,,,Kosmos
1019,Asteraceae,Taraxacum officinale,C,1,37.5,,,,Kosmos
1020,Asteraceae,Tolpis staticifolia,C,1,24,,,,Kosmos
1021,Asteraceae,Tussilago farfara,C,1,22.5,,,,Kosmos
1022,Scrophulariaceae,Veronica aphylla,S,1,7,,,,Kosmos
1023,Orchidaceae,Gymnadenia odoratissima,FU,24,7.748,,,,
1024,Asteraceae,Hieracium pilosum,C,1,23.625,,,,
1025,Asteraceae,Asteraceae sp. 1,C,1,23.5,,,,"Diameter: Mean of all identified Hieracium, Crepis and Leontodon species"
1026,Asteraceae,Asteraceae sp. 2,C,1,23.5,,,,"Diameter: Mean of all identified Hieracium, Crepis and Leontodon species"
1027,Asteraceae,Asteraceae sp. 3,C,1,23.5,,,,"Diameter: Mean of all identified Hieracium, Crepis and Leontodon species"
1028,Asteraceae,Asteraceae sp. 4,C,1,23.5,,,,"Diameter: Mean of all identified Hieracium, Crepis and Leontodon species"
1029,Asteraceae,Asteraceae sp. 5,C,1,23.5,,,,"Diameter: Mean of all identified Hieracium, Crepis and Leontodon species"
1030,Asteraceae,Hieracium sp. 1,C,1,23.5,,,,"Diameter: Mean of all identified Hieracium, Crepis and Leontodon species"
1031,Asteraceae,Hieracium sp. 2,C,1,23.5,,,,"Diameter: Mean of all identified Hieracium, Crepis and Leontodon species"
1032,Asteraceae,Hieracium sp. 3,C,1,23.5,,,,"Diameter: Mean of all identified Hieracium, Crepis and Leontodon species"
1032,Asteraceae,Hieracium sp. 4,C,1,23.5,,,,"Diameter: Mean of all identified Hieracium, Crepis and Leontodon species"
1032,Asteraceae,Crepis sp.,C,1,23.5,,,,"Diameter: Mean of all identified Hieracium, Crepis and Leontodon species"
1033,Asteraceae,Leontodon sp.,C,1,23.5,,,,"Diameter: Mean of all identified Hieracium, Crepis and Leontodon species"
1033,Ericaceae,Erica carnea,FU,21,4.05,5.9,,2.2,
1033,Ericaceae,Erica carnea,FU,19,4.55,6.6,,2.5,
1034,Ericaceae,Erica carnea,FU,13,3.6,4.8,,2.4,
1034,Ericaceae,Erica carnea,FU,16,3.5,4.7,,2.3,
1034,Ericaceae,Erica carnea,FU,33,4.5,6.7,,2.3,
1035,Ericaceae,Erica carnea,FU,7,4.4,6.3,,2.5,
1035,Ericaceae,Erica carnea,FU,24,3.8,5.3,,2.3,
1035,Ericaceae,Erica carnea,FU,9,3.95,5.8,,2.1,
1036,Ericaceae,Erica carnea,FU,,4.2,6.4,,2,
1036,Ericaceae,Erica carnea,FU,,2.25,2.7,,1.8,
